carrierid	component	quantity	timeatfirstload	maxtotaltime	previouspauses	aux2	package	phs_nom_height
003348	DARA_1240	87	2023-08-14 08:30:00.78287	7	0	1.3500000000000000	QFN16-6x6.meh	1350
003350	DARA_1240	47	2023-08-14 08:33:03.063641	7	0	1.3500000000000000	QFN16-6x6.meh	1350
003412	DDPR_1089	820	2023-08-25 15:45:56.083813	7	0	1.00000000000000000000	BGA216-13x13-0.8	1000
003410	DDXX_1586	138	2023-08-25 10:28:24.06045	3	340.25159309515	2.7000000000000000	BGA625-23x23-1.27	2700
003408	DDXX_1586	200	2023-08-25 10:24:08.815615	3	0	2.7000000000000000	BGA625-23x23-1.27	2700
001279	DXXX_0629	1	2023-09-29 13:47:35.322532	0	13.9160817935995	1.00000000000000000000	QFN20-4X4	1000
004401	DASP_1668	1000	2024-01-24 10:38:15.009683	365	280.943298244942	0.80000000000000000000	SOT-23_5_08.opt	800
003409	DDXX_1586	200	2023-08-25 10:26:21.87488	3	0	2.7000000000000000	BGA625-23x23-1.27	2700
005686	DDPR_1271	237	2024-09-13 14:11:47.283163	7	0.000110032962962963	1.4000000000000000	LQFP100-0.50	1400
002510	DXXX_1344	7	2023-05-22 09:53:53.547707	7	110.261540239688	0.78000000000000000000	QFN12-3X3_REF	780
